id;origem;destino;valor;timestamp
ID02488;ORIG019;DEST559;390.05;2021-05-04
ID02489;ORIG004;DEST007;821.20;2023-10-07
ID02490;ORIG009;DEST475;731.73;2021-07-21
ID02491;ORIG005;DEST516;886.01;2023-08-20
ID02492;ORIG018;DEST342;862.27;2022-05-05
ID02493;ORIG063;DEST548;704.23;2023-10-01
ID02494;ORIG001;DEST619;613.28;2020-03-11
ID02495;ORIG006;DEST094;905.27;2020-09-28
ID02496;ORIG012;DEST513;115.34;2020-02-01
ID02497;ORIG002;DEST583;803.08;2021-11-01
ID02498;ORIG003;DEST267;703.44;2023-04-12
ID02446;ORIG004;DEST550;362.48;2022-11-20
ID02500;ORIG017;DEST395;347.33;2022-11-06
ID02501;ORIG012;DEST882;908.87;2020-11-04
ID02502;ORIG030;DEST383;57.76;2021-05-19
ID02503;ORIG006;DEST662;261.13;2024-04-11
ID02504;ORIG018;DEST893;150.92;2020-07-21
ID02505;ORIG009;DEST015;823.65;2023-05-11
ID02469;ORIG017;DEST884;397.36;2024-01-28
ID02507;ORIG008;DEST501;183.40;2023-04-23
ID02508;ORIG076;DEST066;703.12;2022-05-25
ID02509;ORIG012;DEST006;11.53;2020-08-04
ID02510;ORIG015;DEST896;88.57;2024-06-16
ID02511;ORIG003;DEST544;839.12;2024-04-13
ID02512;ORIG016;DEST624;756.36;2023-07-08
ID02513;ORIG019;DEST053;364.99;2022-06-13
ID02514;ORIG021;DEST262;161.43;2023-03-23
ID02515;ORIG001;DEST494;226.88;2024-05-24
ID02516;ORIG019;DEST552;268.25;2022-03-03
ID02517;ORIG009;DEST356;857.49;2021-10-09
ID02518;ORIG012;DEST749;733.50;2023-01-06
ID02519;ORIG001;DEST479;859.87;2023-09-05
ID02520;ORIG060;DEST665;493.25;2023-03-14
ID02521;ORIG042;DEST079;492.30;2022-07-02
ID02522;ORIG004;DEST739;838.00;2021-07-14
ID02523;ORIG013;DEST754;509.96;2022-06-05
ID01293;ORIG018;DEST174;44.12;2022-04-11
ID01258;ORIG009;DEST237;719.06;2020-08-17
ID02526;ORIG018;DEST947;305.31;2023-07-03
ID02527;ORIG010;DEST340;839.07;2020-02-19
ID02528;ORIG012;DEST312;24.75;2021-02-04
ID02529;ORIG012;DEST153;298.72;2024-08-02
ID02530;ORIG008;DEST206;269.31;2023-01-04
ID02531;ORIG011;DEST438;855.46;2022-09-22
ID02532;ORIG049;DEST468;957.56;2020-06-17
ID02533;ORIG014;DEST104;28.97;2020-05-04
ID02534;ORIG017;DEST324;534.68;2021-12-27
ID02535;ORIG083;DEST641;993.01;2020-06-17
ID02536;ORIG002;DEST241;72.70;2022-11-16
ID02537;ORIG004;DEST333;396.19;2022-06-20
ID02538;ORIG007;DEST901;222.20;2020-09-21
ID02539;ORIG049;DEST947;835.29;2023-09-13
ID02540;ORIG016;DEST875;416.77;2020-09-05
ID02541;ORIG008;DEST890;845.90;2020-03-25
ID02542;ORIG055;DEST877;206.28;2020-02-25
ID02543;ORIG019;DEST436;462.73;2022-05-16
ID02544;ORIG009;DEST610;829.85;2021-05-20
ID02545;ORIG080;DEST605;748.31;2022-09-15
ID02546;ORIG019;DEST092;250.58;2023-10-23
ID02547;ORIG003;DEST009;811.54;2024-08-18
ID02548;ORIG016;DEST114;734.28;2023-12-10
ID02549;ORIG016;DEST303;421.94;2024-06-07
ID02550;ORIG024;DEST625;397.24;2022-08-20
ID02551;ORIG011;DEST751;107.28;2023-06-07
ID02552;ORIG082;DEST850;306.31;2023-04-10
ID02553;ORIG013;DEST726;362.87;2020-06-04
ID02554;ORIG009;DEST700;32.49;2024-01-17
ID02555;ORIG010;DEST651;202.09;2021-10-12
ID02556;ORIG001;DEST675;375.92;2021-08-09
ID02557;ORIG015;DEST091;638.05;2022-01-14
ID00627;ORIG008;DEST631;485.16;2024-04-20
ID02559;ORIG097;DEST422;984.05;2022-04-10
ID02560;ORIG014;DEST701;345.23;2022-12-19
ID02561;ORIG018;DEST772;905.33;2021-01-01
ID02562;ORIG006;DEST377;234.04;2023-02-08
ID02563;ORIG012;DEST942;267.70;2021-05-20
ID02564;ORIG038;DEST531;454.41;2020-06-14
ID02565;ORIG001;DEST637;172.77;2022-03-27
ID02566;ORIG009;DEST927;599.56;2022-08-11
ID02567;ORIG004;DEST860;214.30;2020-05-19
ID02568;ORIG012;DEST153;793.94;2020-03-20
ID02569;ORIG011;DEST111;291.95;2020-03-19
ID02570;ORIG006;DEST748;530.68;2024-09-05
ID02571;ORIG003;DEST987;733.55;2021-04-13
ID01874;ORIG006;DEST662;165.65;2022-04-05
ID02573;ORIG010;DEST057;534.53;2021-06-25
ID02574;ORIG003;DEST226;557.16;2022-04-13
ID02575;ORIG011;DEST625;872.75;2023-07-17
ID02576;ORIG005;DEST064;743.52;2022-01-07
ID02577;ORIG079;DEST527;906.41;2021-12-13
ID02578;ORIG015;DEST645;927.59;2022-11-24
ID02579;ORIG004;DEST004;135.28;2021-01-18
ID02580;ORIG016;DEST010;795.12;2020-10-28
ID01865;ORIG010;DEST741;986.46;2024-05-05
ID02582;ORIG001;DEST608;318.16;2022-09-18
ID02583;ORIG098;DEST129;535.56;2021-05-11
ID02584;ORIG011;DEST346;172.27;2020-06-27
ID02585;ORIG014;DEST224;520.08;2022-03-15
ID02586;ORIG019;DEST905;667.20;2022-08-18
ID02587;ORIG041;DEST012;841.56;2021-08-02
ID02588;ORIG015;DEST879;483.32;2022-12-07
ID02589;ORIG019;DEST458;460.66;2020-01-16
ID02590;ORIG012;DEST671;543.38;2021-04-15
ID02591;ORIG000;DEST440;347.27;2024-09-27
ID02592;ORIG003;DEST179;35.18;2023-10-02
ID02593;ORIG013;DEST425;633.54;2020-10-05
ID02594;ORIG000;DEST082;123.28;2022-09-02
ID02595;ORIG002;DEST393;680.91;2023-05-19
ID02596;ORIG017;DEST524;736.12;2022-04-12
ID02597;ORIG014;DEST447;554.04;2020-09-05
ID02598;ORIG015;DEST561;312.64;2024-08-20
ID02599;ORIG074;DEST890;727.50;2022-09-14
ID02600;ORIG008;DEST942;282.68;2020-06-12
ID02601;ORIG004;DEST663;749.69;2024-03-22
ID02602;ORIG015;DEST211;209.23;2021-12-08
ID02603;ORIG004;DEST707;326.61;2021-11-06
ID02604;ORIG005;DEST196;768.04;2020-02-17
ID02605;ORIG019;DEST023;335.67;2023-02-24
ID02606;ORIG004;DEST853;692.34;2020-09-01
ID02607;ORIG007;DEST875;621.63;2020-11-17
ID02608;ORIG018;DEST430;759.42;2021-12-24
ID00318;ORIG014;DEST029;564.08;2024-12-10
ID01505;ORIG009;DEST283;917.90;2021-09-11
ID02611;ORIG004;DEST408;204.83;2020-01-11
ID02612;ORIG019;DEST760;841.93;2024-08-17
ID02613;ORIG017;DEST371;605.93;2022-09-12
ID02614;ORIG034;DEST104;900.30;2023-01-02
ID02615;ORIG001;DEST328;125.35;2023-05-09
ID02616;ORIG020;DEST129;278.23;2023-03-07
ID02617;ORIG001;DEST113;364.70;2021-04-02
ID02618;ORIG080;DEST608;894.64;2021-10-17
ID02619;ORIG027;DEST203;895.44;2024-11-19
ID02620;ORIG015;DEST945;419.07;2022-07-11
ID02621;ORIG000;DEST976;930.68;2024-07-22
ID02622;ORIG037;DEST835;437.37;2023-06-04
ID02623;ORIG007;DEST427;852.43;2023-02-17
ID02624;ORIG016;DEST979;855.84;2020-11-06
ID00352;ORIG003;DEST160;194.24;2023-04-24
ID02626;ORIG028;DEST629;255.73;2023-11-26
ID02627;ORIG010;DEST124;927.99;2021-02-16
ID02628;ORIG022;DEST089;38.81;2022-10-25
ID02629;ORIG017;DEST954;911.86;2020-03-11
ID02630;ORIG091;DEST172;640.80;2023-02-20
ID02631;ORIG009;DEST286;681.69;2023-09-09
ID02632;ORIG072;DEST252;499.99;2021-09-23
ID01539;ORIG017;DEST248;806.83;2023-04-07
ID00453;ORIG002;DEST551;848.93;2022-01-27
ID02635;ORIG028;DEST839;158.86;2023-08-02
ID02636;ORIG005;DEST084;905.57;2022-05-22
ID01097;ORIG094;DEST149;672.13;2024-04-18
ID02638;ORIG010;DEST458;983.51;2021-05-26
ID02639;ORIG022;DEST166;834.71;2021-10-20
ID02640;ORIG016;DEST429;404.42;2021-09-03
ID02641;ORIG016;DEST150;922.80;2021-07-12
ID02642;ORIG008;DEST631;868.04;2024-07-08
ID02643;ORIG010;DEST324;670.13;2020-06-21
ID02644;ORIG019;DEST116;251.84;2022-02-14
ID02645;ORIG086;DEST884;80.83;2022-08-16
ID02646;ORIG008;DEST392;552.93;2024-02-17
ID02647;ORIG004;DEST554;10.02;2021-12-16
ID02648;ORIG008;DEST663;867.12;2022-02-13
ID02649;ORIG086;DEST776;619.47;2020-12-28
ID02650;ORIG018;DEST925;309.99;2021-04-21
ID02651;ORIG003;DEST285;546.05;2024-09-21
ID02652;ORIG004;DEST066;297.21;2022-08-04
ID02653;ORIG001;DEST359;832.69;2020-06-21
ID02654;ORIG010;DEST823;649.17;2022-05-16
ID02655;ORIG067;DEST008;499.13;2020-03-09
ID02656;ORIG092;DEST934;960.95;2020-04-14
ID02657;ORIG006;DEST151;285.15;2022-07-09
ID02658;ORIG019;DEST863;308.05;2024-08-20
ID02659;ORIG077;DEST635;79.93;2023-09-15
ID02660;ORIG019;DEST155;46.55;2023-08-28
ID02661;ORIG076;DEST573;320.26;2024-01-09
ID02662;ORIG000;DEST597;984.32;2021-10-13
ID02663;ORIG009;DEST258;644.38;2021-01-25
ID02664;ORIG018;DEST464;933.69;2020-12-23
ID02665;ORIG005;DEST901;126.24;2024-11-12
ID02349;ORIG007;DEST704;380.49;2020-07-19
ID02667;ORIG000;DEST983;164.92;2020-05-08
ID02668;ORIG010;DEST207;540.15;2021-03-01
ID02669;ORIG010;DEST267;409.57;2022-05-01
ID02670;ORIG010;DEST746;507.34;2023-09-10
ID02671;ORIG035;DEST457;712.34;2024-12-17
ID02672;ORIG001;DEST012;550.26;2024-01-09
ID02673;ORIG069;DEST634;366.91;2020-02-01
ID02674;ORIG018;DEST545;850.08;2020-10-02
ID02675;ORIG010;DEST023;733.63;2024-05-19
ID02676;ORIG015;DEST305;937.06;2024-08-01
ID02677;ORIG010;DEST268;55.03;2021-09-11
ID02678;ORIG016;DEST251;158.85;2020-07-12
ID02679;ORIG006;DEST619;692.43;2023-12-11
ID02680;ORIG000;DEST032;947.42;2023-08-04
ID02681;ORIG011;DEST105;629.23;2021-07-16
ID02682;ORIG011;DEST341;280.63;2024-12-02
ID02683;ORIG013;DEST642;283.42;2023-10-02
ID02684;ORIG072;DEST050;463.62;2023-02-21
ID02685;ORIG017;DEST297;744.12;2023-01-23
ID02686;ORIG093;DEST529;75.01;2020-08-06
ID02687;ORIG004;DEST299;296.58;2020-12-16
ID02688;ORIG021;DEST118;448.13;2021-08-04
ID02689;ORIG016;DEST465;855.97;2022-03-10
ID02690;ORIG015;DEST292;559.20;2022-08-20
ID02691;ORIG012;DEST022;133.50;2021-10-04
ID02692;ORIG008;DEST548;177.88;2021-09-18
ID02693;ORIG002;DEST278;906.29;2020-05-22
ID02694;ORIG072;DEST855;953.67;2020-07-20
ID02695;ORIG012;DEST736;358.98;2021-05-14
ID02696;ORIG001;DEST222;559.07;2021-09-23
ID02697;ORIG009;DEST725;401.02;2020-09-04
ID02698;ORIG017;DEST144;743.01;2024-08-21
ID02699;ORIG062;DEST748;74.42;2022-03-09
ID02700;ORIG003;DEST253;287.12;2023-12-09
ID02701;ORIG099;DEST899;502.05;2020-06-15
ID02702;ORIG021;DEST276;532.13;2024-04-23
ID02703;ORIG013;DEST940;471.04;2021-09-21
ID02503;ORIG004;DEST773;441.91;2023-10-16
ID02705;ORIG035;DEST230;648.17;2024-11-25
ID02706;ORIG006;DEST847;108.94;2024-04-20
ID02707;ORIG000;DEST279;670.97;2023-04-18
ID02708;ORIG004;DEST693;514.03;2024-03-18
ID02709;ORIG007;DEST687;237.86;2022-08-04
ID02710;ORIG002;DEST957;611.29;2020-05-23
ID02711;ORIG015;DEST441;655.47;2024-07-08
ID02712;ORIG003;DEST119;373.00;2024-03-23
ID02243;ORIG010;DEST474;564.97;2024-07-17
ID02714;ORIG014;DEST598;967.76;2022-09-23
ID02715;ORIG000;DEST958;735.97;2024-05-28
ID02716;ORIG016;DEST678;661.91;2024-01-12
ID02717;ORIG019;DEST396;825.17;2024-10-26
ID02718;ORIG059;DEST304;730.63;2023-04-25
ID02719;ORIG018;DEST370;460.46;2022-04-03
ID02720;ORIG014;DEST288;881.13;2022-09-20
ID01035;ORIG010;DEST157;447.04;2020-05-23
ID02722;ORIG017;DEST311;429.64;2020-06-26
ID02723;ORIG014;DEST800;342.95;2020-11-04
ID02724;ORIG012;DEST235;814.11;2023-06-01
ID02725;ORIG012;DEST274;281.98;2022-09-22
ID02726;ORIG013;DEST617;467.24;2022-12-04
ID02727;ORIG013;DEST764;17.78;2020-12-14
ID02728;ORIG016;DEST347;747.27;2021-08-16
ID02729;ORIG014;DEST823;933.73;2024-11-09
ID02730;ORIG005;DEST893;100.18;2020-04-13
ID02217;ORIG086;DEST093;933.03;2023-08-22
ID00934;ORIG018;DEST112;859.34;2020-03-11
ID02733;ORIG011;DEST121;446.30;2021-03-14
ID02734;ORIG075;DEST203;437.60;2022-12-18
ID02735;ORIG044;DEST316;149.54;2023-09-07
ID00064;ORIG003;DEST112;777.14;2021-11-27
ID02737;ORIG018;DEST207;65.97;2024-06-10
ID00588;ORIG018;DEST865;201.33;2024-08-24
ID00401;ORIG010;DEST795;567.25;2024-09-21
ID02740;ORIG092;DEST154;820.20;2021-06-17
ID02741;ORIG013;DEST428;716.50;2021-06-28
ID02742;ORIG052;DEST543;898.03;2021-07-14
ID02743;ORIG003;DEST514;307.28;2021-05-01
ID00126;ORIG018;DEST743;23.93;2020-08-15
ID02745;ORIG014;DEST847;589.24;2020-10-22
ID02746;ORIG004;DEST848;547.94;2020-02-05
ID02747;ORIG029;DEST307;499.48;2020-08-26
ID02748;ORIG007;DEST754;24.89;2021-10-04
ID02749;ORIG003;DEST486;113.70;2023-09-10
ID02750;ORIG009;DEST016;849.38;2020-12-03
ID02751;ORIG000;DEST308;265.72;2024-03-16
ID02752;ORIG015;DEST569;457.06;2022-04-20
ID02753;ORIG018;DEST967;876.43;2020-01-25
ID00939;ORIG012;DEST959;103.44;2022-04-20
ID02755;ORIG007;DEST690;995.75;2021-06-27
ID02756;ORIG016;DEST016;500.37;2020-07-10
ID02002;ORIG015;DEST751;817.42;2021-03-18
ID02758;ORIG069;DEST281;93.13;2024-04-07
ID02759;ORIG017;DEST560;898.23;2020-03-09
ID02760;ORIG005;DEST383;76.90;2021-04-22
ID02761;ORIG017;DEST783;338.85;2022-10-02
ID02762;ORIG010;DEST994;674.59;2022-08-28
ID02763;ORIG015;DEST463;89.71;2022-07-16
ID02764;ORIG012;DEST180;40.20;2024-09-11
ID02765;ORIG008;DEST762;992.17;2024-01-12
ID02766;ORIG002;DEST460;207.34;2020-09-26
ID02767;ORIG027;DEST792;343.01;2022-08-15
ID02768;ORIG000;DEST977;317.45;2021-11-08
ID02769;ORIG074;DEST386;530.52;2024-04-27
ID02770;ORIG015;DEST862;206.41;2022-03-13
ID02771;ORIG012;DEST579;492.39;2024-10-26
ID02772;ORIG013;DEST759;976.11;2022-02-19
ID02773;ORIG009;DEST444;118.78;2024-09-15
ID02774;ORIG053;DEST620;432.91;2024-10-16
ID02775;ORIG003;DEST740;888.37;2021-06-18
ID02776;ORIG005;DEST083;370.30;2023-04-24
ID02777;ORIG008;DEST889;411.70;2021-12-24
ID02778;ORIG054;DEST446;657.06;2021-10-14
ID02779;ORIG019;DEST619;907.58;2024-04-01
ID02780;ORIG006;DEST973;214.16;2022-10-05
ID02781;ORIG019;DEST949;319.05;2022-07-11
ID02782;ORIG045;DEST102;15.13;2021-11-15
ID02783;ORIG016;DEST021;670.28;2020-12-18
ID02784;ORIG040;DEST695;980.83;2021-09-24
ID02785;ORIG017;DEST906;639.18;2021-09-04
ID00091;ORIG004;DEST995;414.20;2024-05-28
ID01150;ORIG009;DEST856;320.88;2022-05-11
ID02788;ORIG036;DEST673;408.62;2023-08-25
ID00126;ORIG014;DEST743;478.20;2021-06-01
ID02048;ORIG011;DEST786;509.10;2023-09-21
ID02791;ORIG074;DEST791;504.02;2023-12-25
ID02792;ORIG006;DEST053;171.84;2021-09-18
ID02793;ORIG000;DEST693;607.64;2020-01-13
ID02794;ORIG082;DEST436;696.17;2022-01-17
ID02795;ORIG001;DEST497;907.67;2021-08-24
ID02796;ORIG081;DEST575;796.71;2023-04-20
ID02797;ORIG002;DEST718;358.30;2021-03-05
ID02798;ORIG092;DEST035;554.96;2024-03-01
ID02799;ORIG017;DEST771;875.53;2021-04-19
ID02800;ORIG042;DEST737;670.28;2023-07-17
ID02801;ORIG000;DEST761;730.26;2021-11-14
ID02802;ORIG019;DEST199;673.18;2021-11-28
ID02803;ORIG017;DEST483;193.20;2023-08-27
ID02804;ORIG000;DEST634;940.36;2022-06-18
ID02805;ORIG017;DEST428;196.25;2023-04-11
ID02806;ORIG015;DEST552;713.12;2022-11-25
ID02807;ORIG029;DEST962;131.76;2022-07-21
ID02808;ORIG018;DEST944;453.11;2024-07-13
ID02809;ORIG060;DEST703;948.34;2022-08-21
ID02810;ORIG036;DEST010;679.00;2022-05-14
ID02811;ORIG010;DEST721;293.63;2020-06-03
ID01013;ORIG017;DEST140;286.47;2024-10-21
ID02813;ORIG000;DEST848;862.08;2024-10-03
ID02814;ORIG012;DEST771;925.02;2020-07-10
ID02815;ORIG006;DEST615;127.93;2020-06-14
ID02816;ORIG011;DEST586;404.08;2022-05-28
ID02817;ORIG017;DEST541;62.83;2022-03-15
ID02818;ORIG017;DEST646;126.34;2023-02-13
ID00298;ORIG012;DEST808;899.26;2024-05-22
ID02820;ORIG014;DEST906;111.59;2023-09-28
ID02821;ORIG013;DEST222;787.36;2023-05-17
ID02822;ORIG004;DEST114;628.69;2021-04-11
ID02823;ORIG007;DEST757;714.94;2021-03-01
ID01348;ORIG016;DEST807;752.87;2021-05-17
ID02825;ORIG017;DEST240;521.56;2024-08-03
ID02826;ORIG003;DEST610;134.19;2022-12-14
ID02827;ORIG025;DEST420;60.08;2024-07-18
ID02828;ORIG050;DEST198;32.85;2023-11-06
ID00012;ORIG038;DEST275;343.20;2021-03-04
ID02469;ORIG016;DEST404;933.11;2020-01-18
ID00417;ORIG018;DEST770;665.54;2021-04-21
ID00066;ORIG097;DEST905;820.42;2022-12-14
ID02833;ORIG013;DEST354;807.24;2023-11-13
ID02834;ORIG006;DEST101;278.34;2020-06-01
ID02835;ORIG012;DEST161;297.01;2024-09-20
ID00800;ORIG002;DEST281;847.73;2024-06-25
ID02837;ORIG001;DEST617;924.67;2024-01-04
ID02838;ORIG009;DEST602;484.10;2021-11-07
ID02839;ORIG003;DEST208;86.70;2020-10-01
ID02840;ORIG012;DEST271;193.77;2021-06-08
ID02841;ORIG008;DEST467;824.49;2020-07-28
ID02842;ORIG013;DEST295;196.00;2024-10-04
ID02843;ORIG008;DEST063;584.74;2020-12-04
ID02844;ORIG001;DEST347;996.03;2021-01-09
ID02845;ORIG022;DEST510;164.17;2022-08-18
ID02846;ORIG002;DEST390;365.73;2024-05-27
ID02847;ORIG087;DEST526;794.21;2023-04-03
ID02848;ORIG013;DEST138;851.01;2023-03-20
ID02849;ORIG000;DEST472;523.88;2022-03-16
ID02850;ORIG076;DEST760;77.87;2020-10-11
ID02851;ORIG015;DEST088;192.07;2024-12-08
ID02852;ORIG019;DEST099;822.03;2021-11-08
ID02853;ORIG017;DEST767;320.25;2022-03-19
ID02854;ORIG010;DEST745;393.96;2023-05-23
ID02855;ORIG029;DEST079;981.33;2024-06-04
ID02856;ORIG001;DEST630;430.88;2023-03-18
ID02857;ORIG008;DEST964;707.17;2022-05-07
ID02858;ORIG090;DEST133;513.93;2022-01-26
ID02859;ORIG018;DEST737;695.67;2020-11-26
ID02860;ORIG018;DEST658;990.51;2023-06-16
ID02861;ORIG004;DEST470;728.24;2022-01-09
ID02862;ORIG001;DEST244;948.45;2023-06-08
ID02863;ORIG007;DEST777;491.07;2023-07-17
ID02864;ORIG007;DEST202;689.45;2021-09-15
ID02865;ORIG016;DEST429;609.69;2023-12-18
ID02866;ORIG015;DEST280;710.07;2022-01-15
ID02867;ORIG023;DEST368;244.92;2024-03-15
ID02868;ORIG003;DEST881;885.09;2021-04-26
ID02869;ORIG005;DEST337;617.63;2022-05-26
ID02870;ORIG014;DEST267;449.93;2022-07-05
ID02871;ORIG006;DEST694;533.75;2020-11-18
ID02872;ORIG051;DEST920;538.25;2024-05-23
ID02873;ORIG004;DEST037;11.71;2021-10-03
ID02874;ORIG017;DEST781;643.59;2023-01-22
ID02875;ORIG005;DEST570;133.05;2023-06-26
ID02216;ORIG014;DEST956;690.12;2021-04-24
ID02877;ORIG010;DEST589;301.75;2023-04-11
ID02878;ORIG003;DEST567;60.04;2020-11-15
ID02879;ORIG054;DEST754;567.20;2024-01-15
ID02880;ORIG002;DEST522;395.54;2024-08-25
ID02881;ORIG010;DEST027;600.62;2020-10-16
ID02882;ORIG012;DEST333;401.46;2022-10-27
ID02883;ORIG004;DEST582;750.31;2023-03-11
ID02884;ORIG003;DEST072;298.40;2022-11-16
ID02885;ORIG010;DEST099;278.95;2022-02-23
ID02886;ORIG005;DEST642;433.19;2023-12-13
ID02887;ORIG002;DEST587;40.80;2023-10-24
ID02888;ORIG021;DEST603;784.57;2022-03-06
ID02889;ORIG015;DEST726;71.05;2020-02-07
ID02890;ORIG013;DEST038;728.10;2024-09-20
ID02891;ORIG016;DEST300;952.26;2024-09-22
ID02892;ORIG011;DEST154;666.04;2021-08-27
ID02893;ORIG000;DEST753;273.83;2020-09-16
ID02894;ORIG063;DEST508;33.78;2022-11-20
ID02895;ORIG009;DEST020;305.66;2020-02-02
ID02896;ORIG009;DEST054;437.97;2022-08-01
ID02897;ORIG006;DEST655;325.08;2023-06-17
ID02898;ORIG015;DEST804;324.72;2024-08-07
ID02899;ORIG004;DEST689;427.38;2022-02-24
ID02900;ORIG007;DEST644;502.18;2020-06-01
ID00225;ORIG011;DEST299;904.50;2024-03-03
ID02902;ORIG007;DEST495;907.59;2022-12-17
ID02903;ORIG006;DEST016;236.84;2022-05-25
ID02904;ORIG001;DEST991;317.95;2023-11-23
ID02905;ORIG045;DEST639;497.34;2021-03-16
ID02906;ORIG081;DEST022;995.19;2024-12-23
ID02907;ORIG005;DEST221;665.72;2022-01-13
ID02908;ORIG006;DEST625;362.21;2020-04-02
ID02909;ORIG003;DEST607;521.81;2020-08-04
ID02910;ORIG005;DEST263;615.40;2023-12-04
ID02911;ORIG016;DEST673;751.93;2023-02-19
ID02912;ORIG073;DEST438;466.59;2023-07-13
ID02913;ORIG009;DEST683;625.08;2022-06-24
ID02914;ORIG001;DEST451;108.96;2024-05-06
ID00031;ORIG014;DEST481;599.35;2023-08-14
ID02916;ORIG009;DEST376;919.85;2020-08-20
ID02917;ORIG024;DEST516;408.44;2020-07-15
ID02918;ORIG018;DEST849;688.24;2021-11-19
ID02919;ORIG013;DEST764;524.72;2022-07-23
ID02920;ORIG016;DEST019;983.80;2021-06-27
ID02921;ORIG021;DEST747;954.81;2020-01-26
ID02922;ORIG002;DEST341;257.18;2020-03-21
ID02923;ORIG001;DEST286;635.14;2021-12-04
ID02924;ORIG001;DEST234;848.96;2020-05-25
ID02925;ORIG000;DEST111;956.97;2024-03-01
ID02926;ORIG009;DEST231;893.89;2023-11-06
ID02927;ORIG014;DEST050;392.63;2022-07-14
ID02928;ORIG014;DEST436;323.91;2021-07-16
ID02929;ORIG004;DEST571;278.82;2024-08-03
ID01210;ORIG017;DEST172;61.68;2023-06-17
ID02931;ORIG017;DEST669;125.04;2024-02-26
ID02932;ORIG016;DEST614;752.67;2020-04-19
ID02933;ORIG002;DEST612;527.13;2020-08-14
ID02934;ORIG043;DEST452;236.07;2020-11-16
ID02935;ORIG042;DEST252;473.82;2020-01-17
ID02936;ORIG001;DEST923;481.19;2021-10-18
ID02937;ORIG017;DEST758;603.95;2020-07-16
ID02938;ORIG052;DEST148;845.19;2023-07-15
ID02939;ORIG014;DEST732;190.82;2022-04-12
ID02940;ORIG003;DEST648;468.74;2023-04-24
ID02941;ORIG018;DEST910;599.23;2024-02-23
ID00038;ORIG004;DEST542;212.58;2023-02-26
ID02943;ORIG001;DEST791;835.56;2021-09-15
ID02944;ORIG016;DEST309;340.08;2024-03-17
ID01643;ORIG000;DEST649;320.71;2023-08-22
ID02151;ORIG016;DEST799;605.19;2024-12-09
ID02947;ORIG053;DEST118;589.61;2024-03-27
ID02948;ORIG062;DEST936;220.10;2023-04-17
ID02523;ORIG019;DEST700;865.16;2023-10-09
ID02950;ORIG008;DEST997;72.38;2024-04-15
ID01941;ORIG014;DEST459;72.39;2021-02-11
ID02952;ORIG001;DEST782;294.98;2022-07-16
ID02953;ORIG008;DEST898;30.36;2023-06-10
ID02954;ORIG018;DEST834;496.01;2023-09-12
ID02955;ORIG049;DEST854;618.63;2022-05-24
ID02956;ORIG083;DEST706;713.23;2022-08-15
ID02957;ORIG007;DEST354;184.15;2024-06-27
ID02958;ORIG008;DEST088;460.23;2020-03-20
ID02959;ORIG008;DEST706;123.73;2021-06-12
ID02960;ORIG038;DEST942;845.84;2024-05-24
ID02961;ORIG012;DEST035;569.11;2023-06-16
ID02962;ORIG016;DEST221;632.60;2021-06-28
ID02963;ORIG003;DEST548;661.99;2022-06-03
ID02964;ORIG004;DEST144;211.27;2024-03-28
ID02965;ORIG017;DEST647;276.50;2023-12-27
ID02966;ORIG013;DEST659;682.15;2020-01-08
ID02967;ORIG022;DEST507;204.80;2021-10-13
ID02968;ORIG017;DEST527;601.95;2023-08-21
ID02969;ORIG019;DEST955;868.06;2023-06-06
ID01628;ORIG017;DEST812;872.99;2020-04-18
ID02971;ORIG011;DEST412;275.52;2023-04-10
ID02972;ORIG052;DEST456;894.88;2022-06-03
ID02973;ORIG005;DEST487;436.66;2023-12-27
ID02974;ORIG011;DEST552;325.03;2021-10-11
ID02975;ORIG016;DEST860;768.60;2022-02-26
ID02976;ORIG011;DEST878;956.63;2022-11-08
ID02977;ORIG016;DEST611;930.03;2023-01-05
ID02978;ORIG025;DEST353;914.26;2023-10-17
ID02979;ORIG009;DEST514;508.64;2023-04-15
ID02365;ORIG006;DEST537;145.63;2022-12-26
ID02981;ORIG012;DEST694;333.33;2024-11-28
ID02982;ORIG072;DEST504;640.95;2021-12-04
ID02983;ORIG099;DEST853;926.12;2021-03-12
ID02984;ORIG014;DEST535;204.95;2024-03-19
ID02985;ORIG017;DEST001;366.95;2022-10-22
ID02986;ORIG067;DEST063;878.15;2021-10-09
ID02987;ORIG011;DEST415;18.56;2022-09-12
ID02988;ORIG011;DEST822;809.00;2022-02-07
ID02989;ORIG010;DEST844;417.55;2020-04-14
ID02990;ORIG003;DEST833;720.87;2021-10-14
ID01542;ORIG000;DEST006;141.10;2024-02-06
ID02992;ORIG085;DEST980;79.39;2021-03-15
ID02993;ORIG016;DEST300;447.73;2020-07-10
ID02994;ORIG012;DEST254;810.83;2023-01-26
ID02995;ORIG014;DEST752;507.81;2024-06-13
ID02996;ORIG010;DEST768;45.56;2024-11-18
ID02997;ORIG013;DEST552;528.44;2024-06-19
ID02998;ORIG013;DEST732;554.64;2020-08-21
ID02999;ORIG013;DEST041;214.15;2024-02-13
ID03000;ORIG079;DEST245;754.76;2021-01-04
ID03001;ORIG013;DEST027;734.77;2021-01-27
ID03002;ORIG008;DEST862;126.11;2022-05-01
ID00015;ORIG010;DEST616;377.51;2023-07-19
ID03004;ORIG080;DEST533;421.36;2021-12-08
